# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2031217	2032368	-							BKP64_RS09240	1152		old_locus_tag=BKP64_09240
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2031217	2032368	-	WP_070968875.1	WP_070968875.1		acyl-CoA dehydrogenase family protein			BKP64_RS09240	1152	383	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2032393	2033154	-							BKP64_RS09245	762		old_locus_tag=BKP64_09245
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2032393	2033154	-	WP_070968878.1	WP_070968878.1		3-hydroxyacyl-CoA dehydrogenase			BKP64_RS09245	762	253	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2033259	2033702	+							BKP64_RS09250	444		old_locus_tag=BKP64_09250
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2033259	2033702	+	WP_070968881.1	WP_070968881.1		MerR family DNA-binding transcriptional regulator			BKP64_RS09250	444	147	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2033729	2034895	+							BKP64_RS09255	1167		old_locus_tag=BKP64_09255
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2033729	2034895	+	WP_070968883.1	WP_070968883.1		isovaleryl-CoA dehydrogenase			BKP64_RS09255	1167	388	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2035102	2036709	+							BKP64_RS09260	1608		old_locus_tag=BKP64_09260
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2035102	2036709	+	WP_070968886.1	WP_070968886.1		methylcrotonoyl-CoA carboxylase			BKP64_RS09260	1608	535	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2036724	2037530	+							BKP64_RS09265	807		old_locus_tag=BKP64_09265
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2036724	2037530	+	WP_070968891.1	WP_070968891.1		enoyl-CoA hydratase-related protein			BKP64_RS09265	807	268	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2037532	2039526	+							BKP64_RS09270	1995		old_locus_tag=BKP64_09270
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2037532	2039526	+	WP_070968894.1	WP_070968894.1		acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha			BKP64_RS09270	1995	664	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2039526	2040431	+							BKP64_RS09275	906		old_locus_tag=BKP64_09275
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2039526	2040431	+	WP_070968897.1	WP_070968897.1		hydroxymethylglutaryl-CoA lyase			BKP64_RS09275	906	301	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2040450	2041028	+							BKP64_RS09280	579		old_locus_tag=BKP64_09280
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2040450	2041028	+	WP_070968900.1	WP_070968900.1		peroxidase-related enzyme			BKP64_RS09280	579	192	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2041082	2042770	+							BKP64_RS09285	1689		old_locus_tag=BKP64_09285
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2041082	2042770	+	WP_083329192.1	WP_083329192.1		AMP-binding protein			BKP64_RS09285	1689	562	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2042833	2044104	-							BKP64_RS09290	1272		old_locus_tag=BKP64_09290
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2042833	2044104	-	WP_070968902.1	WP_070968902.1		MFS transporter			BKP64_RS09290	1272	423	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2044324	2046309	+							BKP64_RS09295	1986		old_locus_tag=BKP64_09295
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2044324	2046309	+	WP_070968905.1	WP_070968905.1		hypothetical protein			BKP64_RS09295	1986	661	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2046410	2046619	+							BKP64_RS09300	210		old_locus_tag=BKP64_09300
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2046410	2046619	+	WP_070968908.1	WP_070968908.1		hypothetical protein			BKP64_RS09300	210	69	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2046801	2047880	+							BKP64_RS09305	1080		old_locus_tag=BKP64_09305
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2046801	2047880	+	WP_070968912.1	WP_070968912.1		TauD/TfdA family dioxygenase			BKP64_RS09305	1080	359	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2047945	2048766	+							BKP64_RS09310	822		old_locus_tag=BKP64_09310
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2047945	2048766	+	WP_070968915.1	WP_070968915.1		transporter substrate-binding domain-containing protein			BKP64_RS09310	822	273	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2048868	2050352	+							BKP64_RS09315	1485		old_locus_tag=BKP64_09315
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2048868	2050352	+	WP_070968918.1	WP_070968918.1		hypothetical protein			BKP64_RS09315	1485	494	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2050349	2051401	+							BKP64_RS09320	1053		old_locus_tag=BKP64_09320
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2050349	2051401	+	WP_227515556.1	WP_227515556.1		hypothetical protein			BKP64_RS09320	1053	350	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2051466	2051885	+							BKP64_RS09325	420		old_locus_tag=BKP64_09325
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2051466	2051885	+	WP_070968924.1	WP_070968924.1		hypothetical protein			BKP64_RS09325	420	139	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2051882	2052793	+							BKP64_RS09330	912		old_locus_tag=BKP64_09330
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2051882	2052793	+	WP_070968926.1	WP_070968926.1		ankyrin repeat domain-containing protein			BKP64_RS09330	912	303	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2052818	2053381	-							BKP64_RS09335	564		old_locus_tag=BKP64_09335
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2052818	2053381	-	WP_157755418.1	WP_157755418.1		cytochrome c4			BKP64_RS09335	564	187	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2053448	2055154	-							BKP64_RS09340	1707		old_locus_tag=BKP64_09340
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2053448	2055154	-	WP_070968932.1	WP_070968932.1		PQQ-binding-like beta-propeller repeat protein			BKP64_RS09340	1707	568	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2055343	2056314	+							BKP64_RS09345	972		old_locus_tag=BKP64_09345
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2055343	2056314	+	WP_070968935.1	WP_070968935.1		PQQ-dependent catabolism-associated beta-propeller protein			BKP64_RS09345	972	323	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2056304	2057467	+							BKP64_RS09350	1164		old_locus_tag=BKP64_09350
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2056304	2057467	+	WP_083329193.1	WP_083329193.1		hypothetical protein			BKP64_RS09350	1164	387	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2057514	2058437	-							BKP64_RS09355	924		old_locus_tag=BKP64_09355
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2057514	2058437	-	WP_070968941.1	WP_070968941.1		M14 family metallocarboxypeptidase			BKP64_RS09355	924	307	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2058648	2058899	-							BKP64_RS09360	252		old_locus_tag=BKP64_09360
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2058648	2058899	-	WP_070968944.1	WP_070968944.1		addiction module protein			BKP64_RS09360	252	83	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2058892	2059290	-							BKP64_RS09365	399		old_locus_tag=BKP64_09365
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2058892	2059290	-	WP_070968947.1	WP_070968947.1		GFA family protein			BKP64_RS09365	399	132	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2059387	2059929	-							BKP64_RS09370	543		old_locus_tag=BKP64_09370
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2059387	2059929	-	WP_070968950.1	WP_070968950.1		damage-inducible protein DinB			BKP64_RS09370	543	180	
gene	pseudogene	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2060099	2061132	+							BKP64_RS09375	1034		pseudo;old_locus_tag=BKP64_09375
CDS	without_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2060099	2061132	+				IS110 family transposase			BKP64_RS09375	1034		pseudo
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2061616	2062029	-							BKP64_RS09380	414		old_locus_tag=BKP64_09380
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2061616	2062029	-	WP_070968953.1	WP_070968953.1		DUF2513 domain-containing protein			BKP64_RS09380	414	137	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2062254	2063825	-							BKP64_RS09385	1572		old_locus_tag=BKP64_09385
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2062254	2063825	-	WP_070968956.1	WP_070968956.1		IS1182 family transposase			BKP64_RS09385	1572	523	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2063953	2064417	-							BKP64_RS09390	465		old_locus_tag=BKP64_09390
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2063953	2064417	-	WP_070968958.1	WP_070968958.1		hypothetical protein			BKP64_RS09390	465	154	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2065356	2065973	+							BKP64_RS09400	618		old_locus_tag=BKP64_09400
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2065356	2065973	+	WP_052471955.1	WP_052471955.1		LemA family protein			BKP64_RS09400	618	205	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2065973	2066731	+							BKP64_RS09405	759		old_locus_tag=BKP64_09405
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2065973	2066731	+	WP_070968961.1	WP_070968961.1		TPM domain-containing protein			BKP64_RS09405	759	252	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2066791	2067408	+							BKP64_RS09410	618		old_locus_tag=BKP64_09410
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2066791	2067408	+	WP_070968964.1	WP_070968964.1		TPM domain-containing protein			BKP64_RS09410	618	205	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2067692	2068540	-							BKP64_RS09415	849		old_locus_tag=BKP64_09415
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2067692	2068540	-	WP_070968966.1	WP_070968966.1		sulfurtransferase			BKP64_RS09415	849	282	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2068675	2068920	+							BKP64_RS09420	246		old_locus_tag=BKP64_09420
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2068675	2068920	+	WP_070968969.1	WP_070968969.1		type II toxin-antitoxin system CcdA family antitoxin			BKP64_RS09420	246	81	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2068920	2069237	+							BKP64_RS09425	318		old_locus_tag=BKP64_09425
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2068920	2069237	+	WP_070968972.1	WP_070968972.1		CcdB family protein			BKP64_RS09425	318	105	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2069332	2070657	-					ltrA		BKP64_RS09430	1326		old_locus_tag=BKP64_09430
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2069332	2070657	-	WP_070973629.1	WP_070973629.1		group II intron reverse transcriptase/maturase	ltrA		BKP64_RS09430	1326	441	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2071508	2071840	+							BKP64_RS09435	333		old_locus_tag=BKP64_09435
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2071508	2071840	+	WP_070968976.1	WP_070968976.1		SMR family transporter			BKP64_RS09435	333	110	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2071869	2072612	+							BKP64_RS09440	744		old_locus_tag=BKP64_09440
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2071869	2072612	+	WP_070968979.1	WP_070968979.1		SGNH/GDSL hydrolase family protein			BKP64_RS09440	744	247	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2072808	2073590	+							BKP64_RS09445	783		old_locus_tag=BKP64_09445
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2072808	2073590	+	WP_070968981.1	WP_070968981.1		DUF5602 domain-containing protein			BKP64_RS09445	783	260	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2073598	2075256	-							BKP64_RS09450	1659		old_locus_tag=BKP64_09450
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2073598	2075256	-	WP_070968986.1	WP_070968986.1		acetolactate synthase large subunit			BKP64_RS09450	1659	552	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2075339	2076952	-							BKP64_RS09455	1614		old_locus_tag=BKP64_09455
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2075339	2076952	-	WP_070968987.1	WP_070968987.1		FAD-binding protein			BKP64_RS09455	1614	537	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2077043	2078071	+							BKP64_RS09460	1029		old_locus_tag=BKP64_09460
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2077043	2078071	+	WP_070968990.1	WP_070968990.1		AraC family transcriptional regulator ligand-binding domain-containing protein			BKP64_RS09460	1029	342	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2078235	2078621	+							BKP64_RS09465	387		old_locus_tag=BKP64_09465
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2078235	2078621	+	WP_070968992.1	WP_070968992.1		hypothetical protein			BKP64_RS09465	387	128	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2078818	2079051	-							BKP64_RS09470	234		old_locus_tag=BKP64_09470
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2078818	2079051	-	WP_083329194.1	WP_083329194.1		hypothetical protein			BKP64_RS09470	234	77	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2079150	2080433	-							BKP64_RS09475	1284		old_locus_tag=BKP64_09475
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2079150	2080433	-	WP_070968995.1	WP_070968995.1		FAD-binding oxidoreductase			BKP64_RS09475	1284	427	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2080614	2082131	+							BKP64_RS09480	1518		old_locus_tag=BKP64_09480
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2080614	2082131	+	WP_070968998.1	WP_070968998.1		aldehyde dehydrogenase			BKP64_RS09480	1518	505	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2082189	2083553	-							BKP64_RS09485	1365		old_locus_tag=BKP64_09485
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2082189	2083553	-	WP_070969005.1	WP_070969005.1		glutamine synthetase family protein			BKP64_RS09485	1365	454	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2083890	2084555	+							BKP64_RS09490	666		old_locus_tag=BKP64_09490
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2083890	2084555	+	WP_070969006.1	WP_070969006.1		c-type cytochrome			BKP64_RS09490	666	221	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2084552	2085562	+							BKP64_RS09495	1011		old_locus_tag=BKP64_09495
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2084552	2085562	+	WP_070969009.1	WP_070969009.1		c-type cytochrome			BKP64_RS09495	1011	336	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2085626	2086708	-							BKP64_RS09500	1083		old_locus_tag=BKP64_09500
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2085626	2086708	-	WP_070969012.1	WP_070969012.1		ABC transporter permease			BKP64_RS09500	1083	360	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2086710	2087807	-							BKP64_RS09505	1098		old_locus_tag=BKP64_09505
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2086710	2087807	-	WP_083329195.1	WP_083329195.1		ABC transporter permease			BKP64_RS09505	1098	365	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2087800	2089479	-							BKP64_RS09510	1680		old_locus_tag=BKP64_09510
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2087800	2089479	-	WP_070969018.1	WP_070969018.1		ATP-binding cassette domain-containing protein			BKP64_RS09510	1680	559	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2089476	2090456	-					hlyD		BKP64_RS09515	981		old_locus_tag=BKP64_09515
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2089476	2090456	-	WP_070969023.1	WP_070969023.1		secretion protein HlyD	hlyD		BKP64_RS09515	981	326	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2090628	2091623	-							BKP64_RS09520	996		old_locus_tag=BKP64_09520
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2090628	2091623	-	WP_070969026.1	WP_070969026.1		branched-chain amino acid ABC transporter permease			BKP64_RS09520	996	331	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2091626	2092513	-							BKP64_RS09525	888		old_locus_tag=BKP64_09525
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2091626	2092513	-	WP_070969028.1	WP_070969028.1		branched-chain amino acid ABC transporter permease			BKP64_RS09525	888	295	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2092618	2093832	-							BKP64_RS09530	1215		old_locus_tag=BKP64_09530
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2092618	2093832	-	WP_070969031.1	WP_070969031.1		ABC transporter substrate-binding protein			BKP64_RS09530	1215	404	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2093914	2094636	-							BKP64_RS09535	723		old_locus_tag=BKP64_09535
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2093914	2094636	-	WP_070969034.1	WP_070969034.1		ABC transporter ATP-binding protein			BKP64_RS09535	723	240	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2094633	2095436	-							BKP64_RS09540	804		old_locus_tag=BKP64_09540
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2094633	2095436	-	WP_070969037.1	WP_070969037.1		ABC transporter ATP-binding protein			BKP64_RS09540	804	267	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2095529	2096317	-							BKP64_RS09545	789		old_locus_tag=BKP64_09545
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2095529	2096317	-	WP_070969040.1	WP_070969040.1		alpha/beta hydrolase			BKP64_RS09545	789	262	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2096322	2096738	-							BKP64_RS09550	417		old_locus_tag=BKP64_09550
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2096322	2096738	-	WP_070969043.1	WP_070969043.1		PaaI family thioesterase			BKP64_RS09550	417	138	
gene	pseudogene	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2096735	2098383	-							BKP64_RS09555	1649		pseudo;old_locus_tag=BKP64_09555
CDS	without_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2096735	2098383	-				AMP-binding protein			BKP64_RS09555	1649		pseudo
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2098558	2099619	-							BKP64_RS09560	1062		old_locus_tag=BKP64_09560
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2098558	2099619	-	WP_070969046.1	WP_070969046.1		proline racemase family protein			BKP64_RS09560	1062	353	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2099619	2100761	-							BKP64_RS09565	1143		old_locus_tag=BKP64_09565
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2099619	2100761	-	WP_070973631.1	WP_070973631.1		zinc-binding dehydrogenase			BKP64_RS09565	1143	380	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2101224	2102042	+							BKP64_RS09570	819		old_locus_tag=BKP64_09570
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2101224	2102042	+	WP_070969049.1	WP_070969049.1		transporter substrate-binding domain-containing protein			BKP64_RS09570	819	272	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2102196	2102861	+							BKP64_RS09575	666		old_locus_tag=BKP64_09575
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2102196	2102861	+	WP_070969051.1	WP_070969051.1		amino acid ABC transporter permease			BKP64_RS09575	666	221	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2102861	2103514	+							BKP64_RS09580	654		old_locus_tag=BKP64_09580
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2102861	2103514	+	WP_070969054.1	WP_070969054.1		amino acid ABC transporter permease			BKP64_RS09580	654	217	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2103511	2104233	+							BKP64_RS09585	723		old_locus_tag=BKP64_09585
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2103511	2104233	+	WP_070969057.1	WP_070969057.1		amino acid ABC transporter ATP-binding protein			BKP64_RS09585	723	240	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2104317	2105999	-							BKP64_RS09590	1683		old_locus_tag=BKP64_09590
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2104317	2105999	-	WP_070969059.1	WP_070969059.1		diguanylate cyclase			BKP64_RS09590	1683	560	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2106314	2107216	+							BKP64_RS09600	903		old_locus_tag=BKP64_09600
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2106314	2107216	+	WP_070969065.1	WP_070969065.1		homocysteine S-methyltransferase family protein			BKP64_RS09600	903	300	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2107273	2107878	+							BKP64_RS09605	606		old_locus_tag=BKP64_09605
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2107273	2107878	+	WP_070969067.1	WP_070969067.1		hypothetical protein			BKP64_RS09605	606	201	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2107952	2108839	-					mmsB		BKP64_RS09610	888		old_locus_tag=BKP64_09610
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2107952	2108839	-	WP_070969070.1	WP_070969070.1		3-hydroxyisobutyrate dehydrogenase	mmsB		BKP64_RS09610	888	295	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2108903	2109973	-							BKP64_RS09615	1071		old_locus_tag=BKP64_09615
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2108903	2109973	-	WP_070969073.1	WP_070969073.1		enoyl-CoA hydratase/isomerase family protein			BKP64_RS09615	1071	356	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2110008	2110787	-							BKP64_RS09620	780		old_locus_tag=BKP64_09620
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2110008	2110787	-	WP_070969077.1	WP_070969077.1		enoyl-CoA hydratase			BKP64_RS09620	780	259	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2110798	2111964	-							BKP64_RS09625	1167		old_locus_tag=BKP64_09625
CDS	with_protein	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2110798	2111964	-	WP_070969080.1	WP_070969080.1		acyl-CoA dehydrogenase family protein			BKP64_RS09625	1167	388	
gene	protein_coding	GCF_001854125.1	Primary Assembly	chromosome		NZ_CP017715.1	2112056	2113546	-							BKP64_RS09630	1491		old_locus_tag=BKP64_09630
